date,region,channel,product_category,customer_segment,revenue,units
2026-06-02,APAC,Retail,Grocery,Consumer,558.27,28
2026-06-02,APAC,Retail,Grocery,SMB,786.17,22
2026-06-02,APAC,Retail,Grocery,Enterprise,679.19,18
2026-06-02,APAC,Online,Electronics,Consumer,1026.28,35
2026-06-02,APAC,Online,Electronics,SMB,1187.83,29
2026-06-02,APAC,Online,Electronics,Enterprise,1199.84,36
2026-06-02,APAC,Online,Apparel,Consumer,527.51,13
2026-06-02,APAC,Online,Apparel,SMB,909.34,55
2026-06-02,APAC,Online,Apparel,Enterprise,692.78,38
2026-06-02,APAC,Online,Home Goods,Consumer,657.07,15
2026-06-02,APAC,Online,Home Goods,SMB,900.58,45
2026-06-02,APAC,Online,Home Goods,Enterprise,930.5,30
2026-06-02,APAC,Online,Grocery,Consumer,581.76,15
2026-06-02,APAC,Online,Grocery,SMB,895.75,35
2026-06-02,APAC,Online,Grocery,Enterprise,800.59,41
2026-06-02,APAC,Wholesale,Electronics,Consumer,1335.54,48
2026-06-02,APAC,Wholesale,Electronics,SMB,608.19,15
2026-06-02,APAC,Wholesale,Electronics,Enterprise,587.51,23
2026-06-02,APAC,Wholesale,Apparel,Consumer,955.38,31
2026-06-02,APAC,Wholesale,Apparel,SMB,1190.12,31
2026-06-02,APAC,Wholesale,Apparel,Enterprise,1088.26,42
2026-06-02,APAC,Wholesale,Home Goods,Consumer,1033.29,27
2026-06-02,APAC,Wholesale,Home Goods,SMB,422.63,15
2026-06-02,APAC,Wholesale,Home Goods,Enterprise,1296.0,47
2026-06-02,APAC,Wholesale,Grocery,Consumer,978.04,35
2026-06-02,APAC,Wholesale,Grocery,SMB,965.86,24
2026-06-02,APAC,Wholesale,Grocery,Enterprise,1111.87,43
2026-06-03,North America,Retail,Electronics,Consumer,1061.84,69
2026-06-03,North America,Retail,Electronics,SMB,1309.84,33
2026-06-03,North America,Retail,Electronics,Enterprise,697.87,28
2026-06-03,North America,Retail,Apparel,Consumer,572.24,12
2026-06-03,North America,Retail,Apparel,SMB,873.58,23
2026-06-03,North America,Retail,Apparel,Enterprise,811.38,23
2026-06-03,North America,Retail,Home Goods,Consumer,715.63,42
2026-06-03,North America,Retail,Home Goods,SMB,939.59,27
2026-06-03,North America,Retail,Home Goods,Enterprise,988.75,32
2026-06-03,North America,Retail,Grocery,Consumer,532.2,22
2026-06-03,North America,Retail,Grocery,SMB,795.84,25
2026-06-03,North America,Retail,Grocery,Enterprise,870.84,36
2026-06-03,North America,Online,Electronics,Consumer,1012.79,66
2026-06-03,North America,Online,Electronics,SMB,332.45,14
2026-06-03,North America,Online,Electronics,Enterprise,1015.25,28
2026-06-03,North America,Online,Apparel,Consumer,564.77,19
2026-06-03,North America,Online,Apparel,SMB,889.14,23
2026-06-03,North America,Online,Apparel,Enterprise,872.7,25
2026-06-03,North America,Online,Home Goods,Consumer,763.25,19
2026-06-03,North America,Online,Home Goods,SMB,916.66,33
2026-06-03,North America,Online,Home Goods,Enterprise,1042.48,64
2026-06-03,North America,Online,Grocery,Consumer,643.78,25
2026-06-03,North America,Online,Grocery,SMB,868.85,46
2026-06-03,North America,Online,Grocery,Enterprise,711.89,15
2026-06-03,North America,Wholesale,Electronics,Consumer,436.71,13
2026-06-03,North America,Wholesale,Electronics,SMB,746.92,24
2026-06-03,North America,Wholesale,Electronics,Enterprise,654.37,41
2026-06-03,North America,Wholesale,Apparel,Consumer,859.43,22
2026-06-03,North America,Wholesale,Apparel,SMB,1125.16,29
2026-06-03,North America,Wholesale,Apparel,Enterprise,1078.6,29
2026-06-03,North America,Wholesale,Home Goods,Consumer,1169.43,69
2026-06-03,North America,Wholesale,Home Goods,SMB,506.39,19
2026-06-03,North America,Wholesale,Home Goods,Enterprise,416.06,25
2026-06-03,North America,Wholesale,Grocery,Consumer,874.49,25
2026-06-03,North America,Wholesale,Grocery,SMB,1263.47,34
2026-06-03,North America,Wholesale,Grocery,Enterprise,1191.02,41
2026-06-03,Europe,Retail,Electronics,Consumer,1482.51,33
2026-06-03,Europe,Retail,Electronics,SMB,667.51,20
2026-06-03,Europe,Retail,Electronics,Enterprise,662.94,21
2026-06-03,Europe,Retail,Apparel,Consumer,798.54,24
2026-06-03,Europe,Retail,Apparel,SMB,1096.01,28
2026-06-03,Europe,Retail,Apparel,Enterprise,1127.64,30
2026-06-03,Europe,Retail,Home Goods,Consumer,1017.83,33
2026-06-03,Europe,Retail,Home Goods,SMB,412.08,18
2026-06-03,Europe,Retail,Home Goods,Enterprise,1230.67,31
2026-06-03,Europe,Retail,Grocery,Consumer,962.12,37
2026-06-03,Europe,Retail,Grocery,SMB,1281.68,32
2026-06-03,Europe,Retail,Grocery,Enterprise,1172.64,67
2026-06-03,Europe,Online,Electronics,Consumer,461.98,15
2026-06-03,Europe,Online,Electronics,SMB,725.53,25
2026-06-03,Europe,Online,Electronics,Enterprise,572.16,17
2026-06-03,Europe,Online,Apparel,Consumer,923.7,30
2026-06-03,Europe,Online,Apparel,SMB,1087.48,36
2026-06-03,Europe,Online,Apparel,Enterprise,1116.32,40
2026-06-03,Europe,Online,Home Goods,Consumer,899.15,30
2026-06-03,Europe,Online,Home Goods,SMB,499.83,11
2026-06-03,Europe,Online,Home Goods,Enterprise,1324.96,70
2026-06-03,Europe,Online,Grocery,Consumer,848.68,23
2026-06-03,Europe,Online,Grocery,SMB,1266.12,30
2026-06-03,Europe,Online,Grocery,Enterprise,1196.53,64
2026-06-03,Europe,Wholesale,Electronics,Consumer,734.15,19
2026-06-03,Europe,Wholesale,Electronics,SMB,1089.2,25
2026-06-03,Europe,Wholesale,Electronics,Enterprise,806.86,24
2026-06-03,Europe,Wholesale,Apparel,Consumer,1351.29,49
2026-06-03,Europe,Wholesale,Apparel,SMB,605.54,37
2026-06-03,Europe,Wholesale,Apparel,Enterprise,529.44,27
2026-06-03,Europe,Wholesale,Home Goods,Consumer,419.26,17
2026-06-03,Europe,Wholesale,Home Goods,SMB,926.68,31
2026-06-03,Europe,Wholesale,Home Goods,Enterprise,726.14,22
2026-06-03,Europe,Wholesale,Grocery,Consumer,1151.48,69
2026-06-03,Europe,Wholesale,Grocery,SMB,662.26,30
2026-06-03,Europe,Wholesale,Grocery,Enterprise,462.62,11
2026-06-03,APAC,Retail,Electronics,Consumer,910.31,35
2026-06-03,APAC,Retail,Electronics,SMB,1234.54,30
2026-06-03,APAC,Retail,Electronics,Enterprise,1056.62,33
2026-06-03,APAC,Retail,Apparel,Consumer,537.4,12
2026-06-03,APAC,Retail,Apparel,SMB,807.1,22
2026-06-03,APAC,Retail,Apparel,Enterprise,659.5,19
2026-06-03,APAC,Retail,Home Goods,Consumer,740.23,25
2026-06-03,APAC,Retail,Home Goods,SMB,920.82,32
2026-06-03,APAC,Retail,Home Goods,Enterprise,803.57,32
2026-06-03,APAC,Retail,Grocery,Consumer,559.91,14
2026-06-03,APAC,Retail,Grocery,SMB,780.75,35
2026-06-03,APAC,Retail,Grocery,Enterprise,693.36,25
2026-06-03,APAC,Online,Electronics,Consumer,767.31,18
2026-06-03,APAC,Online,Electronics,SMB,1171.61,31
2026-06-03,APAC,Online,Electronics,Enterprise,1052.24,29
2026-06-03,APAC,Online,Apparel,Consumer,449.45,13
2026-06-03,APAC,Online,Apparel,SMB,825.59,25
2026-06-03,APAC,Online,Apparel,Enterprise,640.51,34
2026-06-03,APAC,Online,Home Goods,Consumer,703.0,20
2026-06-03,APAC,Online,Home Goods,SMB,1001.54,31
2026-06-03,APAC,Online,Home Goods,Enterprise,1045.57,50
2026-06-03,APAC,Online,Grocery,Consumer,555.21,18
2026-06-03,APAC,Online,Grocery,SMB,845.45,19
2026-06-03,APAC,Online,Grocery,Enterprise,731.66,35
2026-06-03,APAC,Wholesale,Electronics,Consumer,1449.63,64
2026-06-03,APAC,Wholesale,Electronics,SMB,664.94,18
2026-06-03,APAC,Wholesale,Electronics,Enterprise,623.6,15
2026-06-03,APAC,Wholesale,Apparel,Consumer,787.09,23
2026-06-03,APAC,Wholesale,Apparel,SMB,1093.91,26
2026-06-03,APAC,Wholesale,Apparel,Enterprise,1061.7,67
2026-06-03,APAC,Wholesale,Home Goods,Consumer,977.14,23
2026-06-03,APAC,Wholesale,Home Goods,SMB,454.05,18
2026-06-03,APAC,Wholesale,Home Goods,Enterprise,1268.74,70
2026-06-03,APAC,Wholesale,Grocery,Consumer,889.76,44
2026-06-03,APAC,Wholesale,Grocery,SMB,1181.2,66
2026-06-03,APAC,Wholesale,Grocery,Enterprise,1120.67,46
2026-06-04,North America,Retail,Electronics,Consumer,975.63,29
2026-06-04,North America,Retail,Electronics,SMB,1333.81,53
2026-06-04,North America,Retail,Electronics,Enterprise,695.02,26
2026-06-04,North America,Retail,Apparel,Consumer,581.73,23
2026-06-04,North America,Retail,Apparel,SMB,808.94,30
2026-06-04,North America,Retail,Apparel,Enterprise,821.21,20
2026-06-04,North America,Retail,Home Goods,Consumer,834.33,22
2026-06-04,North America,Retail,Home Goods,SMB,1125.24,34
2026-06-04,North America,Retail,Home Goods,Enterprise,880.32,33
2026-06-04,North America,Retail,Grocery,Consumer,604.54,32
2026-06-04,North America,Retail,Grocery,SMB,956.33,35
2026-06-04,North America,Retail,Grocery,Enterprise,841.07,28
2026-06-04,North America,Online,Electronics,Consumer,971.19,23
2026-06-04,North America,Online,Electronics,SMB,415.92,18
2026-06-04,North America,Online,Electronics,Enterprise,1378.15,61
2026-06-04,North America,Online,Apparel,Consumer,567.09,17
2026-06-04,North America,Online,Apparel,SMB,877.94,32
2026-06-04,North America,Online,Apparel,Enterprise,743.04,42
2026-06-04,North America,Online,Home Goods,Consumer,778.37,17
2026-06-04,North America,Online,Home Goods,SMB,1044.73,39
2026-06-04,North America,Online,Home Goods,Enterprise,1161.83,37
2026-06-04,North America,Online,Grocery,Consumer,597.21,21
2026-06-04,North America,Online,Grocery,SMB,953.08,63
2026-06-04,North America,Online,Grocery,Enterprise,780.13,26
2026-06-04,North America,Wholesale,Electronics,Consumer,453.91,10
2026-06-04,North America,Wholesale,Electronics,SMB,680.08,45
2026-06-04,North America,Wholesale,Electronics,Enterprise,707.78,21
2026-06-04,North America,Wholesale,Apparel,Consumer,868.41,21
2026-06-04,North America,Wholesale,Apparel,SMB,1119.69,32
2026-06-04,North America,Wholesale,Apparel,Enterprise,1171.76,35
2026-06-04,North America,Wholesale,Home Goods,Consumer,1098.57,29
2026-06-04,North America,Wholesale,Home Goods,SMB,507.2,15
2026-06-04,North America,Wholesale,Home Goods,Enterprise,427.98,22
2026-06-04,North America,Wholesale,Grocery,Consumer,994.42,51
2026-06-04,North America,Wholesale,Grocery,SMB,1132.75,40
2026-06-04,North America,Wholesale,Grocery,Enterprise,1111.41,33
2026-06-04,Europe,Retail,Electronics,Consumer,1383.53,39
2026-06-04,Europe,Retail,Electronics,SMB,665.45,26
2026-06-04,Europe,Retail,Electronics,Enterprise,603.19,21
2026-06-04,Europe,Retail,Apparel,Consumer,972.45,43
2026-06-04,Europe,Retail,Apparel,SMB,1222.91,42
2026-06-04,Europe,Retail,Apparel,Enterprise,1062.66,32
2026-06-04,Europe,Retail,Home Goods,Consumer,1214.16,35
2026-06-04,Europe,Retail,Home Goods,SMB,469.67,31
2026-06-04,Europe,Retail,Home Goods,Enterprise,1074.4,30
2026-06-04,Europe,Retail,Grocery,Consumer,902.27,32
2026-06-04,Europe,Retail,Grocery,SMB,1276.65,33
2026-06-04,Europe,Retail,Grocery,Enterprise,1009.64,32
2026-06-04,Europe,Online,Electronics,Consumer,410.76,23
2026-06-04,Europe,Online,Electronics,SMB,605.2,37
2026-06-04,Europe,Online,Electronics,Enterprise,649.09,18
2026-06-04,Europe,Online,Apparel,Consumer,772.47,30
2026-06-04,Europe,Online,Apparel,SMB,1209.94,47
2026-06-04,Europe,Online,Apparel,Enterprise,926.16,45
2026-06-04,Europe,Online,Home Goods,Consumer,1101.12,72
2026-06-04,Europe,Online,Home Goods,SMB,410.51,14
2026-06-04,Europe,Online,Home Goods,Enterprise,1402.78,64
2026-06-04,Europe,Online,Grocery,Consumer,854.09,54
2026-06-04,Europe,Online,Grocery,SMB,1125.11,43
2026-06-04,Europe,Online,Grocery,Enterprise,1291.16,72
2026-06-04,Europe,Wholesale,Electronics,Consumer,682.01,18
2026-06-04,Europe,Wholesale,Electronics,SMB,956.49,43
2026-06-04,Europe,Wholesale,Electronics,Enterprise,861.24,36
2026-06-04,Europe,Wholesale,Apparel,Consumer,1184.49,28
2026-06-04,Europe,Wholesale,Apparel,SMB,554.76,26
2026-06-04,Europe,Wholesale,Apparel,Enterprise,467.91,11
2026-06-04,Europe,Wholesale,Home Goods,Consumer,440.19,13
2026-06-04,Europe,Wholesale,Home Goods,SMB,864.25,28
2026-06-04,Europe,Wholesale,Home Goods,Enterprise,638.07,19
2026-06-04,Europe,Wholesale,Grocery,Consumer,1157.82,32
2026-06-04,Europe,Wholesale,Grocery,SMB,569.21,30
2026-06-04,Europe,Wholesale,Grocery,Enterprise,509.96,30
2026-06-04,APAC,Retail,Electronics,Consumer,943.04,43
2026-06-04,APAC,Retail,Electronics,SMB,1358.7,44
2026-06-04,APAC,Retail,Electronics,Enterprise,1174.21,33
2026-06-04,APAC,Retail,Apparel,Consumer,484.86,10
2026-06-04,APAC,Retail,Apparel,SMB,765.55,33
2026-06-04,APAC,Retail,Apparel,Enterprise,657.07,20
2026-06-04,APAC,Retail,Home Goods,Consumer,602.15,17
2026-06-04,APAC,Retail,Home Goods,SMB,1071.75,24
2026-06-04,APAC,Retail,Home Goods,Enterprise,1117.81,39
2026-06-04,APAC,Retail,Grocery,Consumer,565.26,12
2026-06-04,APAC,Retail,Grocery,SMB,800.19,27
2026-06-04,APAC,Retail,Grocery,Enterprise,835.09,32
2026-06-04,APAC,Online,Electronics,Consumer,961.96,44
2026-06-04,APAC,Online,Electronics,SMB,1030.34,44
2026-06-04,APAC,Online,Electronics,Enterprise,1076.75,71
2026-06-04,APAC,Online,Apparel,Consumer,536.65,25
2026-06-04,APAC,Online,Apparel,SMB,869.31,55
2026-06-04,APAC,Online,Apparel,Enterprise,765.3,20
2026-06-04,APAC,Online,Home Goods,Consumer,800.49,46
2026-06-04,APAC,Online,Home Goods,SMB,1009.23,44
2026-06-04,APAC,Online,Home Goods,Enterprise,985.63,29
2026-06-04,APAC,Online,Grocery,Consumer,568.84,31
2026-06-04,APAC,Online,Grocery,SMB,700.9,21
2026-06-04,APAC,Online,Grocery,Enterprise,763.69,22
2026-06-04,APAC,Wholesale,Electronics,Consumer,1232.96,67
2026-06-04,APAC,Wholesale,Electronics,SMB,688.28,31
2026-06-04,APAC,Wholesale,Electronics,Enterprise,576.54,23
2026-06-04,APAC,Wholesale,Apparel,Consumer,852.79,21
2026-06-04,APAC,Wholesale,Apparel,SMB,1260.77,37
2026-06-04,APAC,Wholesale,Apparel,Enterprise,996.7,26
2026-06-04,APAC,Wholesale,Home Goods,Consumer,979.45,55
2026-06-04,APAC,Wholesale,Home Goods,SMB,407.19,24
2026-06-04,APAC,Wholesale,Home Goods,Enterprise,1357.23,33
2026-06-04,APAC,Wholesale,Grocery,Consumer,868.35,51
2026-06-04,APAC,Wholesale,Grocery,SMB,1280.05,45
2026-06-04,APAC,Wholesale,Grocery,Enterprise,1206.76,50
2026-06-05,North America,Retail,Electronics,Consumer,995.93,28
2026-06-05,North America,Retail,Electronics,SMB,1271.69,40
2026-06-05,North America,Retail,Electronics,Enterprise,661.73,37
2026-06-05,North America,Retail,Apparel,Consumer,622.61,16
2026-06-05,North America,Retail,Apparel,SMB,870.87,25
2026-06-05,North America,Retail,Apparel,Enterprise,877.24,57
2026-06-05,North America,Retail,Home Goods,Consumer,717.71,17
2026-06-05,North America,Retail,Home Goods,SMB,1188.0,35
2026-06-05,North America,Retail,Home Goods,Enterprise,913.81,23
2026-06-05,North America,Retail,Grocery,Consumer,696.76,24
2026-06-05,North America,Retail,Grocery,SMB,861.21,47
2026-06-05,North America,Retail,Grocery,Enterprise,851.54,25
2026-06-05,North America,Online,Electronics,Consumer,1152.39,55
2026-06-05,North America,Online,Electronics,SMB,426.43,13
2026-06-05,North America,Online,Electronics,Enterprise,1184.61,42
2026-06-05,North America,Online,Apparel,Consumer,555.73,15
2026-06-05,North America,Online,Apparel,SMB,816.44,20
2026-06-05,North America,Online,Apparel,Enterprise,812.21,48
2026-06-05,North America,Online,Home Goods,Consumer,780.9,17
2026-06-05,North America,Online,Home Goods,SMB,1175.31,31
2026-06-05,North America,Online,Home Goods,Enterprise,956.32,24
2026-06-05,North America,Online,Grocery,Consumer,698.36,35
2026-06-05,North America,Online,Grocery,SMB,863.57,33
2026-06-05,North America,Online,Grocery,Enterprise,873.94,57
2026-06-05,North America,Wholesale,Electronics,Consumer,394.61,23
2026-06-05,North America,Wholesale,Electronics,SMB,677.04,22
2026-06-05,North America,Wholesale,Electronics,Enterprise,705.71,25
2026-06-05,North America,Wholesale,Apparel,Consumer,779.2,37
2026-06-05,North America,Wholesale,Apparel,SMB,1247.55,32
2026-06-05,North America,Wholesale,Apparel,Enterprise,1300.67,51
2026-06-05,North America,Wholesale,Home Goods,Consumer,1057.51,23
2026-06-05,North America,Wholesale,Home Goods,SMB,453.54,13
2026-06-05,North America,Wholesale,Home Goods,Enterprise,416.47,9
2026-06-05,North America,Wholesale,Grocery,Consumer,1008.8,30
2026-06-05,North America,Wholesale,Grocery,SMB,1155.92,40
2026-06-05,North America,Wholesale,Grocery,Enterprise,1163.47,30
2026-06-05,Europe,Retail,Electronics,Consumer,1366.43,90
2026-06-05,Europe,Retail,Electronics,SMB,688.0,31
2026-06-05,Europe,Retail,Electronics,Enterprise,617.42,27
2026-06-05,Europe,Retail,Apparel,Consumer,953.26,25
2026-06-05,Europe,Retail,Apparel,SMB,1218.25,32
2026-06-05,Europe,Retail,Apparel,Enterprise,1048.43,49
2026-06-05,Europe,Retail,Home Goods,Consumer,1187.33,45
2026-06-05,Europe,Retail,Home Goods,SMB,567.04,32
2026-06-05,Europe,Retail,Home Goods,Enterprise,1345.35,56
2026-06-05,Europe,Retail,Grocery,Consumer,886.53,42
2026-06-05,Europe,Retail,Grocery,SMB,1026.07,62
2026-06-05,Europe,Retail,Grocery,Enterprise,1016.64,63
2026-06-05,Europe,Online,Electronics,Consumer,406.37,9
2026-06-05,Europe,Online,Electronics,SMB,713.95,19
2026-06-05,Europe,Online,Electronics,Enterprise,579.64,28
2026-06-05,Europe,Online,Apparel,Consumer,936.1,59
2026-06-05,Europe,Online,Apparel,SMB,1254.83,80
2026-06-05,Europe,Online,Apparel,Enterprise,917.27,25
2026-06-05,Europe,Online,Home Goods,Consumer,975.26,53
2026-06-05,Europe,Online,Home Goods,SMB,513.43,11
2026-06-05,Europe,Online,Home Goods,Enterprise,1272.88,32
2026-06-05,Europe,Online,Grocery,Consumer,933.31,26
2026-06-05,Europe,Online,Grocery,SMB,1405.05,31
2026-06-05,Europe,Online,Grocery,Enterprise,1009.85,24
2026-06-05,Europe,Wholesale,Electronics,Consumer,734.27,37
2026-06-05,Europe,Wholesale,Electronics,SMB,980.63,22
2026-06-05,Europe,Wholesale,Electronics,Enterprise,945.54,35
2026-06-05,Europe,Wholesale,Apparel,Consumer,1121.8,42
2026-06-05,Europe,Wholesale,Apparel,SMB,462.72,20
2026-06-05,Europe,Wholesale,Apparel,Enterprise,430.45,26
2026-06-05,Europe,Wholesale,Home Goods,Consumer,485.49,15
2026-06-05,Europe,Wholesale,Home Goods,SMB,759.84,19
2026-06-05,Europe,Wholesale,Home Goods,Enterprise,709.09,18
2026-06-05,Europe,Wholesale,Grocery,Consumer,1231.12,29
2026-06-05,Europe,Wholesale,Grocery,SMB,658.24,15
2026-06-05,Europe,Wholesale,Grocery,Enterprise,428.83,20
2026-06-05,APAC,Retail,Electronics,Consumer,1023.67,29
2026-06-05,APAC,Retail,Electronics,SMB,1285.37,75
2026-06-05,APAC,Retail,Electronics,Enterprise,1007.15,29
2026-06-05,APAC,Retail,Apparel,Consumer,507.31,16
2026-06-05,APAC,Retail,Apparel,SMB,722.12,29
2026-06-05,APAC,Retail,Apparel,Enterprise,724.57,27
2026-06-05,APAC,Retail,Home Goods,Consumer,703.14,23
2026-06-05,APAC,Retail,Home Goods,SMB,895.73,38
2026-06-05,APAC,Retail,Home Goods,Enterprise,809.1,24
2026-06-05,APAC,Retail,Grocery,Consumer,589.03,36
2026-06-05,APAC,Retail,Grocery,SMB,823.36,20
2026-06-05,APAC,Retail,Grocery,Enterprise,785.47,29
2026-06-05,APAC,Online,Electronics,Consumer,897.94,27
2026-06-05,APAC,Online,Electronics,SMB,1429.35,33
2026-06-05,APAC,Online,Electronics,Enterprise,1083.05,56
2026-06-05,APAC,Online,Apparel,Consumer,552.05,31
2026-06-05,APAC,Online,Apparel,SMB,741.22,22
2026-06-05,APAC,Online,Apparel,Enterprise,746.52,25
2026-06-05,APAC,Online,Home Goods,Consumer,693.89,23
2026-06-05,APAC,Online,Home Goods,SMB,961.63,35
2026-06-05,APAC,Online,Home Goods,Enterprise,974.33,36
2026-06-05,APAC,Online,Grocery,Consumer,501.66,24
2026-06-05,APAC,Online,Grocery,SMB,828.59,32
2026-06-05,APAC,Online,Grocery,Enterprise,835.95,47
2026-06-05,APAC,Wholesale,Electronics,Consumer,1339.06,39
2026-06-05,APAC,Wholesale,Electronics,SMB,601.58,15
2026-06-05,APAC,Wholesale,Electronics,Enterprise,604.08,35
2026-06-05,APAC,Wholesale,Apparel,Consumer,820.49,50
2026-06-05,APAC,Wholesale,Apparel,SMB,1134.15,45
2026-06-05,APAC,Wholesale,Apparel,Enterprise,1099.75,45
2026-06-05,APAC,Wholesale,Home Goods,Consumer,1109.41,47
2026-06-05,APAC,Wholesale,Home Goods,SMB,391.07,10
2026-06-05,APAC,Wholesale,Home Goods,Enterprise,1635.91,43
2026-06-05,APAC,Wholesale,Grocery,Consumer,852.9,22
2026-06-05,APAC,Wholesale,Grocery,SMB,1148.16,47
2026-06-05,APAC,Wholesale,Grocery,Enterprise,1063.14,26
2026-06-06,North America,Retail,Electronics,Consumer,1034.1,38
2026-06-06,North America,Retail,Electronics,SMB,1195.59,36
2026-06-06,North America,Retail,Electronics,Enterprise,642.22,21
2026-06-06,North America,Retail,Apparel,Consumer,535.64,14
2026-06-06,North America,Retail,Apparel,SMB,902.01,41
2026-06-06,North America,Retail,Apparel,Enterprise,843.43,22
2026-06-06,North America,Retail,Home Goods,Consumer,726.62,18
2026-06-06,North America,Retail,Home Goods,SMB,1101.72,29
2026-06-06,North America,Retail,Home Goods,Enterprise,1000.46,25
2026-06-06,North America,Retail,Grocery,Consumer,548.31,22
2026-06-06,North America,Retail,Grocery,SMB,929.11,25
2026-06-06,North America,Retail,Grocery,Enterprise,917.26,43
2026-06-06,North America,Online,Electronics,Consumer,921.68,35
2026-06-06,North America,Online,Electronics,SMB,415.75,12
2026-06-06,North America,Online,Electronics,Enterprise,1397.72,91
2026-06-06,North America,Online,Apparel,Consumer,663.67,16
2026-06-06,North America,Online,Apparel,SMB,896.86,32
2026-06-06,North America,Online,Apparel,Enterprise,745.92,20
2026-06-06,North America,Online,Home Goods,Consumer,714.92,22
2026-06-06,North America,Online,Home Goods,SMB,1175.32,47
2026-06-06,North America,Online,Home Goods,Enterprise,1161.63,27
2026-06-06,North America,Online,Grocery,Consumer,617.35,31
2026-06-06,North America,Online,Grocery,SMB,947.74,27
2026-06-06,North America,Online,Grocery,Enterprise,800.82,24
2026-06-06,North America,Wholesale,Electronics,Consumer,384.92,8
2026-06-06,North America,Wholesale,Electronics,SMB,649.27,30
2026-06-06,North America,Wholesale,Electronics,Enterprise,603.06,29
2026-06-06,North America,Wholesale,Apparel,Consumer,958.61,52
2026-06-06,North America,Wholesale,Apparel,SMB,1089.93,26
2026-06-06,North America,Wholesale,Apparel,Enterprise,1073.64,60
2026-06-06,North America,Wholesale,Home Goods,Consumer,1216.61,76
2026-06-06,North America,Wholesale,Home Goods,SMB,539.43,15
2026-06-06,North America,Wholesale,Home Goods,Enterprise,416.48,24
2026-06-06,North America,Wholesale,Grocery,Consumer,927.4,21
2026-06-06,North America,Wholesale,Grocery,SMB,1191.18,34
2026-06-06,North America,Wholesale,Grocery,Enterprise,1201.77,70
2026-06-06,Europe,Retail,Electronics,Consumer,1413.28,70
2026-06-06,Europe,Retail,Electronics,SMB,701.16,17
2026-06-06,Europe,Retail,Electronics,Enterprise,584.87,31
2026-06-06,Europe,Retail,Apparel,Consumer,879.31,28
2026-06-06,Europe,Retail,Apparel,SMB,1105.9,25
2026-06-06,Europe,Retail,Apparel,Enterprise,1075.41,26
2026-06-06,Europe,Retail,Home Goods,Consumer,1122.23,40
2026-06-06,Europe,Retail,Home Goods,SMB,482.36,13
2026-06-06,Europe,Retail,Home Goods,Enterprise,1155.81,26
2026-06-06,Europe,Retail,Grocery,Consumer,895.11,27
2026-06-06,Europe,Retail,Grocery,SMB,1020.75,43
2026-06-06,Europe,Retail,Grocery,Enterprise,1090.93,71
2026-06-06,Europe,Online,Electronics,Consumer,407.26,15
2026-06-06,Europe,Online,Electronics,SMB,697.5,17
2026-06-06,Europe,Online,Electronics,Enterprise,506.72,12
2026-06-06,Europe,Online,Apparel,Consumer,837.51,29
2026-06-06,Europe,Online,Apparel,SMB,1011.16,42
2026-06-06,Europe,Online,Apparel,Enterprise,1010.27,24
2026-06-06,Europe,Online,Home Goods,Consumer,956.18,26
2026-06-06,Europe,Online,Home Goods,SMB,483.76,20
2026-06-06,Europe,Online,Home Goods,Enterprise,1155.4,57
2026-06-06,Europe,Online,Grocery,Consumer,799.97,35
2026-06-06,Europe,Online,Grocery,SMB,1288.66,44
2026-06-06,Europe,Online,Grocery,Enterprise,1013.12,23
2026-06-06,Europe,Wholesale,Electronics,Consumer,749.29,27
2026-06-06,Europe,Wholesale,Electronics,SMB,1095.89,25
2026-06-06,Europe,Wholesale,Electronics,Enterprise,941.75,40
2026-06-06,Europe,Wholesale,Apparel,Consumer,1371.64,40
2026-06-06,Europe,Wholesale,Apparel,SMB,536.9,14
2026-06-06,Europe,Wholesale,Apparel,Enterprise,578.99,15
2026-06-06,Europe,Wholesale,Home Goods,Consumer,514.63,11
2026-06-06,Europe,Wholesale,Home Goods,SMB,858.89,27
2026-06-06,Europe,Wholesale,Home Goods,Enterprise,740.91,40
2026-06-06,Europe,Wholesale,Grocery,Consumer,1201.87,31
2026-06-06,Europe,Wholesale,Grocery,SMB,561.44,24
2026-06-06,Europe,Wholesale,Grocery,Enterprise,556.14,18
2026-06-06,APAC,Retail,Electronics,Consumer,920.23,25
2026-06-06,APAC,Retail,Electronics,SMB,1240.04,33
2026-06-06,APAC,Retail,Electronics,Enterprise,1049.06,25
2026-06-06,APAC,Retail,Apparel,Consumer,556.97,20
2026-06-06,APAC,Retail,Apparel,SMB,824.24,19
2026-06-06,APAC,Retail,Apparel,Enterprise,725.93,29
2026-06-06,APAC,Retail,Home Goods,Consumer,734.44,43
2026-06-06,APAC,Retail,Home Goods,SMB,923.31,29
2026-06-06,APAC,Retail,Home Goods,Enterprise,956.99,49
2026-06-06,APAC,Retail,Grocery,Consumer,637.26,16
2026-06-06,APAC,Retail,Grocery,SMB,836.7,53
2026-06-06,APAC,Retail,Grocery,Enterprise,715.37,39
2026-06-06,APAC,Online,Electronics,Consumer,927.18,34
2026-06-06,APAC,Online,Electronics,SMB,1352.54,78
2026-06-06,APAC,Online,Electronics,Enterprise,1177.97,60
2026-06-06,APAC,Online,Apparel,Consumer,453.25,17
2026-06-06,APAC,Online,Apparel,SMB,800.51,22
2026-06-06,APAC,Online,Apparel,Enterprise,743.08,34
2026-06-06,APAC,Online,Home Goods,Consumer,702.05,17
